"CURRENCY","RATE_DATE","FX_RATE_TO_EUR"
"GBP",2025-12-10,1.17444577
"GBP",2025-12-11,1.14935055
"GBP",2025-12-12,1.13756244
"GBP",2025-12-13,1.15125075
"GBP",2025-12-14,1.20239251
"GBP",2025-12-15,1.20348223
"GBP",2025-12-16,1.20261425
"GBP",2025-12-17,1.17836721
"GBP",2025-12-18,1.2025783
"GBP",2025-12-19,1.19339221
"GBP",2025-12-20,1.18076235
"GBP",2025-12-21,1.16101156
"GBP",2025-12-22,1.19750467
"GBP",2025-12-23,1.18571995
"GBP",2025-12-24,1.19488965
"GBP",2025-12-25,1.16403441
"GBP",2025-12-26,1.15532602
"GBP",2025-12-27,1.13674317
"GBP",2025-12-28,1.14820296
"GBP",2025-12-29,1.16188994
"GBP",2025-12-30,1.19828429
"GBP",2025-12-31,1.14357537
"GBP",2026-01-01,1.14395607
"GBP",2026-01-02,1.18600467
"GBP",2026-01-03,1.19644319
"GBP",2026-01-04,1.19107604
"GBP",2026-01-05,1.17983157
"GBP",2026-01-06,1.13380758
"GBP",2026-01-07,1.14451497
"GBP",2026-01-08,1.15369916
"GBP",2026-01-09,1.13967095
"GBP",2026-01-10,1.13112777
"GBP",2026-01-11,1.14452028
"GBP",2026-01-12,1.15339406
"GBP",2026-01-13,1.17705814
"GBP",2026-01-14,1.20005977
"GBP",2026-01-15,1.19821324
"GBP",2026-01-16,1.14577599
"GBP",2026-01-17,1.14845798
"GBP",2026-01-18,1.20395208
"GBP",2026-01-19,1.16140767
"GBP",2026-01-20,1.20367199
"GBP",2026-01-21,1.14599993
"GBP",2026-01-22,1.17969021
"GBP",2026-01-23,1.14806513
"GBP",2026-01-24,1.17074451
"GBP",2026-01-25,1.17391473
"GBP",2026-01-26,1.17070206
"GBP",2026-01-27,1.1367662
"GBP",2026-01-28,1.20579854
"GBP",2026-01-29,1.18406623
"GBP",2026-01-30,1.16328146
"GBP",2026-01-31,1.16368828
"GBP",2026-02-01,1.18214111
"GBP",2026-02-02,1.20675031
"GBP",2026-02-03,1.16088896
"GBP",2026-02-04,1.13042659
"GBP",2026-02-05,1.18739401
"GBP",2026-02-06,1.15505833
"GBP",2026-02-07,1.13690748
"GBP",2026-02-08,1.14718139
"GBP",2026-02-09,1.13228519
"GBP",2026-02-10,1.17949497
"GBP",2026-02-11,1.13709858
"GBP",2026-02-12,1.13678627
"GBP",2026-02-13,1.14782049
"GBP",2026-02-14,1.15107133
"GBP",2026-02-15,1.18571791
"GBP",2026-02-16,1.20149594
"GBP",2026-02-17,1.13334764
"GBP",2026-02-18,1.15798649
"GBP",2026-02-19,1.18673369
"GBP",2026-02-20,1.13041516
"GBP",2026-02-21,1.16420289
"GBP",2026-02-22,1.13158016
"GBP",2026-02-23,1.13634942
"GBP",2026-02-24,1.18431988
"GBP",2026-02-25,1.1878708
"GBP",2026-02-26,1.14670674
"GBP",2026-02-27,1.20320939
"GBP",2026-02-28,1.18687458
"GBP",2026-03-01,1.1538978
"GBP",2026-03-02,1.16708903
"GBP",2026-03-03,1.17820325
"GBP",2026-03-04,1.20584028
"GBP",2026-03-05,1.13642126
"GBP",2026-03-06,1.16201673
"GBP",2026-03-07,1.14494687
"GBP",2026-03-08,1.13078807
"GBP",2026-03-09,1.20211647
"GBP",2026-03-10,1.20696725
"GBP",2026-03-11,1.13539463
"GBP",2026-03-12,1.14806118
"GBP",2026-03-13,1.19795296
"GBP",2026-03-14,1.13105066
"GBP",2026-03-15,1.16819395
"GBP",2026-03-16,1.14149248
"GBP",2026-03-17,1.16707126
"GBP",2026-03-18,1.15540812
"GBP",2026-03-19,1.13956107
"GBP",2026-03-20,1.17409215
"GBP",2026-03-21,1.20190122
"GBP",2026-03-22,1.14743576
"GBP",2026-03-23,1.13718136
"GBP",2026-03-24,1.16000144
"GBP",2026-03-25,1.18564638
"GBP",2026-03-26,1.16963087
"GBP",2026-03-27,1.13800816
"GBP",2026-03-28,1.16001191
"GBP",2026-03-29,1.14345705
"GBP",2026-03-30,1.15409835
"GBP",2026-03-31,1.18730117
"GBP",2026-04-01,1.13129181
"GBP",2026-04-02,1.19214737
"GBP",2026-04-03,1.18511073
"GBP",2026-04-04,1.14302167
"GBP",2026-04-05,1.13870645
"GBP",2026-04-06,1.1315117
"GBP",2026-04-07,1.15204544
"GBP",2026-04-08,1.13757435
"GBP",2026-04-09,1.13993696
"GBP",2026-04-10,1.14803858
"GBP",2026-04-11,1.19111253
"GBP",2026-04-12,1.13955712
"GBP",2026-04-13,1.20130059
"GBP",2026-04-14,1.15903715
"GBP",2026-04-15,1.14492764
"GBP",2026-04-16,1.14190765
"GBP",2026-04-17,1.20127416
"GBP",2026-04-18,1.15698828
"GBP",2026-04-19,1.14591048
"GBP",2026-04-20,1.14841202
"GBP",2026-04-21,1.17977202
"GBP",2026-04-22,1.16414249
"GBP",2026-04-23,1.13039075
"GBP",2026-04-24,1.13687602
"GBP",2026-04-25,1.20954418
"GBP",2026-04-26,1.20671991
"GBP",2026-04-27,1.18621141
"GBP",2026-04-28,1.15585219
"GBP",2026-04-29,1.1498783
"GBP",2026-04-30,1.18611507
"GBP",2026-05-01,1.20224804
"GBP",2026-05-02,1.13207989
"GBP",2026-05-03,1.18426384
"GBP",2026-05-04,1.18207798
"GBP",2026-05-05,1.14841629
"GBP",2026-05-06,1.15676763
"GBP",2026-05-07,1.19946466
"GBP",2026-05-08,1.15309611
"GBP",2026-05-09,1.1757683
"GBP",2026-05-10,1.15142944
"GBP",2026-05-11,1.18510984
"GBP",2026-05-12,1.13652066
"GBP",2026-05-13,1.14911819
"GBP",2026-05-14,1.16539274
"GBP",2026-05-15,1.15093837
"GBP",2026-05-16,1.1623634
"GBP",2026-05-17,1.14908901
"GBP",2026-05-18,1.15127559
"GBP",2026-05-19,1.13263466
"GBP",2026-05-20,1.18554136
"GBP",2026-05-21,1.15642018
"GBP",2026-05-22,1.20978394
"GBP",2026-05-23,1.17759954
"GBP",2026-05-24,1.1544891
"GBP",2026-05-25,1.19417719
"GBP",2026-05-26,1.130836
"GBP",2026-05-27,1.18886727
"GBP",2026-05-28,1.16132215
"GBP",2026-05-29,1.16887386
"GBP",2026-05-30,1.15858475
"GBP",2026-05-31,1.18762678
"GBP",2026-06-01,1.14429348
"GBP",2026-06-02,1.13965424
"GBP",2026-06-03,1.1942008
"GBP",2026-06-04,1.20011656
"GBP",2026-06-05,1.20952883
"GBP",2026-06-06,1.16632476
"GBP",2026-06-07,1.19076525
"GBP",2026-06-08,1.18213326
"GBP",2026-06-09,1.19069594
"GBP",2026-06-10,1.16333709
"GBP",2026-06-11,1.176384
"GBP",2026-06-12,1.16350893
"GBP",2026-06-13,1.16502867
"GBP",2026-06-14,1.18380477
"GBP",2026-06-15,1.2007104
"GBP",2026-06-16,1.1965059
"GBP",2026-06-17,1.14947976
"GBP",2026-06-18,1.15815161
"GBP",2026-06-19,1.13217884
"GBP",2026-06-20,1.18226126
"GBP",2026-06-21,1.13263159
"GBP",2026-06-22,1.15563613
"GBP",2026-06-23,1.19747784
"GBP",2026-06-24,1.13060417
"GBP",2026-06-25,1.18642523
"GBP",2026-06-26,1.13291589
"GBP",2026-06-27,1.16313111
"GBP",2026-06-28,1.13340013
"GBP",2026-06-29,1.18729015
"GBP",2026-06-30,1.18535239
"GBP",2026-07-01,1.17709144
"GBP",2026-07-02,1.16738959
"GBP",2026-07-03,1.18542253
"GBP",2026-07-04,1.13563025
"GBP",2026-07-05,1.1752264
"GBP",2026-07-06,1.13604948
"GBP",2026-07-07,1.18544294
"GBP",2026-07-08,1.146158
"GBP",2026-07-09,1.20307163
"GBP",2026-07-10,1.14305934
"GBP",2026-07-11,1.1824261
"GBP",2026-07-12,1.19765959
"GBP",2026-07-13,1.1661436
"GBP",2026-07-14,1.14057003
"GBP",2026-07-15,1.13022495
"GBP",2026-07-16,1.20049433
"GBP",2026-07-17,1.16410544
"GBP",2026-07-18,1.17396886
"GBP",2026-07-19,1.1423288
"GBP",2026-07-20,1.13301484
"GBP",2026-07-21,1.16112853
"GBP",2026-07-22,1.16395374
"GBP",2026-07-23,1.19450999
"GBP",2026-07-24,1.1460626
"GBP",2026-07-25,1.18823095
"GBP",2026-07-26,1.20071871
"GBP",2026-07-27,1.14257012
"GBP",2026-07-28,1.14733191
"GBP",2026-07-29,1.20351669
"GBP",2026-07-30,1.18681898
"GBP",2026-07-31,1.14167714
"GBP",2026-08-01,1.15785669
"GBP",2026-08-02,1.13952285
"GBP",2026-08-03,1.16611847
"GBP",2026-08-04,1.16896734
"GBP",2026-08-05,1.1416104
"GBP",2026-08-06,1.16955842
"GBP",2026-08-07,1.14047162
"GBP",2026-08-08,1.19996276
"GBP",2026-08-09,1.19378203
"GBP",2026-08-10,1.20956523
"GBP",2026-08-11,1.20190586
"GBP",2026-08-12,1.1458112
"GBP",2026-08-13,1.16832244
"GBP",2026-08-14,1.19283129
"GBP",2026-08-15,1.13285654
"GBP",2026-08-16,1.14613046
"GBP",2026-08-17,1.15158328
"GBP",2026-08-18,1.17457303
"GBP",2026-08-19,1.19875403
"GBP",2026-08-20,1.13593073
"GBP",2026-08-21,1.19425965
"GBP",2026-08-22,1.16735387
"GBP",2026-08-23,1.17180014
"GBP",2026-08-24,1.20141498
"GBP",2026-08-25,1.15532239
"GBP",2026-08-26,1.1581083
"GBP",2026-08-27,1.19799265
"GBP",2026-08-28,1.15296216
"GBP",2026-08-29,1.1687431
"GBP",2026-08-30,1.19286847
"GBP",2026-08-31,1.19712009
"GBP",2026-09-01,1.17401469
"GBP",2026-09-02,1.13259448
"GBP",2026-09-03,1.17917781
"GBP",2026-09-04,1.14139344
"GBP",2026-09-05,1.20926999
"GBP",2026-09-06,1.20570202
"GBP",2026-09-07,1.15104164
"GBP",2026-09-08,1.20018771
"GBP",2026-09-09,1.18427636
"GBP",2026-09-10,1.16367067
"GBP",2026-09-11,1.16587472
"GBP",2026-09-12,1.15814
"GBP",2026-09-13,1.17133728
"GBP",2026-09-14,1.14395982
"GBP",2026-09-15,1.16681028
"GBP",2026-09-16,1.13064045
"GBP",2026-09-17,1.16764588
"GBP",2026-09-18,1.15280398
"GBP",2026-09-19,1.18947275
"GBP",2026-09-20,1.14850085
"GBP",2026-09-21,1.13159156
"GBP",2026-09-22,1.16087056
"GBP",2026-09-23,1.14861912
"GBP",2026-09-24,1.13309213
"GBP",2026-09-25,1.18317908
"GBP",2026-09-26,1.16763115
"GBP",2026-09-27,1.15411112
"GBP",2026-09-28,1.1919295
"GBP",2026-09-29,1.1803535
"GBP",2026-09-30,1.15242689
"GBP",2026-10-01,1.2075917
"GBP",2026-10-02,1.16397745
"GBP",2026-10-03,1.1963765
"GBP",2026-10-04,1.17874304
"GBP",2026-10-05,1.1332993
"GBP",2026-10-06,1.14508119
"GBP",2026-10-07,1.16402445
"GBP",2026-10-08,1.13387293
"GBP",2026-10-09,1.20304425
"GBP",2026-10-10,1.20040682
"GBP",2026-10-11,1.18525395
"GBP",2026-10-12,1.13044776
"GBP",2026-10-13,1.14689404
"GBP",2026-10-14,1.17726801
"GBP",2026-10-15,1.20821947
"GBP",2026-10-16,1.20416415
"GBP",2026-10-17,1.17244059
"GBP",2026-10-18,1.15906086
"GBP",2026-10-19,1.17812637
"GBP",2026-10-20,1.13758105
"GBP",2026-10-21,1.1364935
"GBP",2026-10-22,1.15455372
"GBP",2026-10-23,1.19961366
"GBP",2026-10-24,1.13148759
"GBP",2026-10-25,1.20021221
"GBP",2026-10-26,1.14719376
"GBP",2026-10-27,1.17022562
"GBP",2026-10-28,1.20328893
"GBP",2026-10-29,1.20332294
"GBP",2026-10-30,1.17962349
"GBP",2026-10-31,1.1481289
"GBP",2026-11-01,1.14863335
"GBP",2026-11-02,1.15416515
"GBP",2026-11-03,1.17065286
"GBP",2026-11-04,1.13241372
"GBP",2026-11-05,1.16917403
"GBP",2026-11-06,1.17322119
"GBP",2026-11-07,1.20536174
"GBP",2026-11-08,1.14783276
"GBP",2026-11-09,1.15985452
"GBP",2026-11-10,1.20104727
"GBP",2026-11-11,1.14289983
"GBP",2026-11-12,1.15325174
"GBP",2026-11-13,1.20636679
"GBP",2026-11-14,1.19576886
"GBP",2026-11-15,1.20981103
"GBP",2026-11-16,1.15503471
"GBP",2026-11-17,1.19105971
"GBP",2026-11-18,1.16215299
"GBP",2026-11-19,1.15130545
"GBP",2026-11-20,1.1752122
"GBP",2026-11-21,1.16060462
"GBP",2026-11-22,1.13648322
"GBP",2026-11-23,1.16996716
"GBP",2026-11-24,1.15391447
"GBP",2026-11-25,1.19780392
"GBP",2026-11-26,1.18117121
"GBP",2026-11-27,1.15660213
"GBP",2026-11-28,1.17203198
"GBP",2026-11-29,1.20662224
"GBP",2026-11-30,1.19470467
"GBP",2026-12-01,1.18215336
"GBP",2026-12-02,1.15250628
"GBP",2026-12-03,1.1472094
"GBP",2026-12-04,1.16105969
"GBP",2026-12-05,1.18766767
"GBP",2026-12-06,1.16962178
"GBP",2026-12-07,1.19011523
"GBP",2026-12-08,1.17262974
"GBP",2026-12-09,1.14605223
"GBP",2026-12-10,1.15401867
"GBP",2026-12-11,1.16348786
"GBP",2026-12-12,1.17196069
"GBP",2026-12-13,1.20137811
"GBP",2026-12-14,1.13394784
"GBP",2026-12-15,1.20226236
"GBP",2026-12-16,1.15436475
"GBP",2026-12-17,1.14464837
"GBP",2026-12-18,1.1925473
"GBP",2026-12-19,1.1523652
"GBP",2026-12-20,1.16849921
"GBP",2026-12-21,1.13543782
"GBP",2026-12-22,1.15389355
"GBP",2026-12-23,1.20980616
"GBP",2026-12-24,1.13959065
"GBP",2026-12-25,1.17204337
"GBP",2026-12-26,1.13643726
"GBP",2026-12-27,1.20533637
"GBP",2026-12-28,1.19725499
"GBP",2026-12-29,1.17444569
"GBP",2026-12-30,1.16579627
"GBP",2026-12-31,1.15792586
"GBP",2024-01-01,1.17751509
"GBP",2024-01-02,1.17033904
"GBP",2024-01-03,1.17706393
"GBP",2024-01-04,1.15210696
"GBP",2024-01-05,1.2005675
"GBP",2024-01-06,1.19287352
"GBP",2024-01-07,1.18648201
"GBP",2024-01-08,1.1583986
"GBP",2024-01-09,1.14586325
"GBP",2024-01-10,1.17905338
"GBP",2024-01-11,1.14454757
"GBP",2024-01-12,1.20411368
"GBP",2024-01-13,1.14268355
"GBP",2024-01-14,1.17916003
"GBP",2024-01-15,1.15286698
"GBP",2024-01-16,1.16084797
"GBP",2024-01-17,1.18461553
"GBP",2024-01-18,1.13646177
"GBP",2024-01-19,1.14016912
"GBP",2024-01-20,1.13967042
"GBP",2024-01-21,1.16203995
"GBP",2024-01-22,1.19592553
"GBP",2024-01-23,1.2064284
"GBP",2024-01-24,1.20429532
"GBP",2024-01-25,1.14419673
"GBP",2024-01-26,1.15894354
"GBP",2024-01-27,1.14254577
"GBP",2024-01-28,1.14831467
"GBP",2024-01-29,1.15211336
"GBP",2024-01-30,1.20541806
"GBP",2024-01-31,1.13804109
"GBP",2024-02-01,1.14014484
"GBP",2024-02-02,1.18639126
"GBP",2024-02-03,1.2010826
"GBP",2024-02-04,1.18559482
"GBP",2024-02-05,1.16252819
"GBP",2024-02-06,1.18425163
"GBP",2024-02-07,1.19042985
"GBP",2024-02-08,1.15066096
"GBP",2024-02-09,1.17022801
"GBP",2024-02-10,1.19370175
"GBP",2024-02-11,1.20709487
"GBP",2024-02-12,1.14647888
"GBP",2024-02-13,1.18118276
"GBP",2024-02-14,1.18459786
"GBP",2024-02-15,1.17676054
"GBP",2024-02-16,1.16065413
"GBP",2024-02-17,1.19420618
"GBP",2024-02-18,1.17850514
"GBP",2024-02-19,1.14660638
"GBP",2024-02-20,1.13500679
"GBP",2024-02-21,1.14929494
"GBP",2024-02-22,1.16037122
"GBP",2024-02-23,1.16222468
"GBP",2024-02-24,1.15222119
"GBP",2024-02-25,1.19171182
"GBP",2024-02-26,1.19928258
"GBP",2024-02-27,1.18960969
"GBP",2024-02-28,1.17042163
"GBP",2024-02-29,1.14268086
"GBP",2024-03-01,1.18829158
"GBP",2024-03-02,1.19452311
"GBP",2024-03-03,1.16854344
"GBP",2024-03-04,1.20225452
"GBP",2024-03-05,1.17013598
"GBP",2024-03-06,1.20014239
"GBP",2024-03-07,1.15664187
"GBP",2024-03-08,1.19693518
"GBP",2024-03-09,1.15958988
"GBP",2024-03-10,1.17352794
"GBP",2024-03-11,1.20107598
"GBP",2024-03-12,1.16831728
"GBP",2024-03-13,1.13355664
"GBP",2024-03-14,1.156648
"GBP",2024-03-15,1.19085318
"GBP",2024-03-16,1.13663781
"GBP",2024-03-17,1.16268607
"GBP",2024-03-18,1.15708254
"GBP",2024-03-19,1.1885015
"GBP",2024-03-20,1.19270187
"GBP",2024-03-21,1.17554993
"GBP",2024-03-22,1.14755255
"GBP",2024-03-23,1.16760961
"GBP",2024-03-24,1.18248458
"GBP",2024-03-25,1.15764273
"GBP",2024-03-26,1.16026228
"GBP",2024-03-27,1.20185666
"GBP",2024-03-28,1.17567384
"GBP",2024-03-29,1.18069229
"GBP",2024-03-30,1.14601645
"GBP",2024-03-31,1.17520904
"GBP",2024-04-01,1.16254321
"GBP",2024-04-02,1.17495296
"GBP",2024-04-03,1.1892044
"GBP",2024-04-04,1.16248252
"GBP",2024-04-05,1.15383773
"GBP",2024-04-06,1.19723727
"GBP",2024-04-07,1.17312075
"GBP",2024-04-08,1.16811794
"GBP",2024-04-09,1.13418774
"GBP",2024-04-10,1.14028848
"GBP",2024-04-11,1.15173011
"GBP",2024-04-12,1.15252347
"EUR",2024-03-15,1
"EUR",2024-03-16,1
"EUR",2024-03-17,1
"EUR",2024-03-18,1
"EUR",2024-03-19,1
"EUR",2024-03-20,1
"EUR",2024-03-21,1
"EUR",2024-03-22,1
"EUR",2024-03-23,1
"EUR",2024-03-24,1
"EUR",2024-03-25,1
"EUR",2024-03-26,1
"EUR",2024-03-27,1
"EUR",2024-03-28,1
"EUR",2024-03-29,1
"EUR",2024-03-30,1
"EUR",2024-03-31,1
"EUR",2024-04-01,1
"EUR",2024-04-02,1
"EUR",2024-04-03,1
"EUR",2024-04-04,1
"EUR",2024-04-05,1
"EUR",2024-04-06,1
"EUR",2024-04-07,1
"EUR",2024-04-08,1
"EUR",2024-04-09,1
"EUR",2024-04-10,1
"EUR",2024-04-11,1
"EUR",2024-04-12,1
"EUR",2024-04-13,1
"EUR",2024-04-14,1
"EUR",2024-04-15,1
"EUR",2024-04-16,1
"EUR",2024-04-17,1
"EUR",2024-04-18,1
"EUR",2024-04-19,1
"EUR",2024-04-20,1
"EUR",2024-04-21,1
"EUR",2024-04-22,1
"EUR",2024-04-23,1
"EUR",2024-04-24,1
"EUR",2024-04-25,1
"EUR",2024-04-26,1
"EUR",2024-04-27,1
"EUR",2024-04-28,1
"EUR",2024-04-29,1
"EUR",2024-04-30,1
"EUR",2024-05-01,1
"EUR",2024-05-02,1
"EUR",2024-05-03,1
"EUR",2024-05-04,1
"EUR",2024-05-05,1
"EUR",2024-05-06,1
"EUR",2024-05-07,1
"EUR",2024-05-08,1
"EUR",2024-05-09,1
"EUR",2024-05-10,1
"EUR",2024-05-11,1
"EUR",2024-05-12,1
"EUR",2024-05-13,1
"EUR",2024-05-14,1
"EUR",2024-05-15,1
"EUR",2024-05-16,1
"EUR",2024-05-17,1
"EUR",2024-05-18,1
"EUR",2024-05-19,1
"EUR",2024-05-20,1
"EUR",2024-05-21,1
"EUR",2024-05-22,1
"EUR",2024-05-23,1
"EUR",2024-05-24,1
"EUR",2024-05-25,1
"EUR",2024-05-26,1
"EUR",2024-05-27,1
"EUR",2024-05-28,1
"EUR",2024-05-29,1
"EUR",2024-05-30,1
"EUR",2024-05-31,1
"EUR",2024-06-01,1
"EUR",2024-06-02,1
"EUR",2024-06-03,1
"EUR",2024-06-04,1
"EUR",2024-06-05,1
"EUR",2024-06-06,1
"EUR",2024-06-07,1
"EUR",2024-06-08,1
"EUR",2024-06-09,1
"EUR",2024-06-10,1
"EUR",2024-06-11,1
"EUR",2024-06-12,1
"EUR",2024-06-13,1
"EUR",2024-06-14,1
"EUR",2024-06-15,1
"EUR",2024-06-16,1
"EUR",2024-06-17,1
"EUR",2024-06-18,1
"EUR",2024-06-19,1
"EUR",2024-06-20,1
"EUR",2024-06-21,1
"EUR",2024-06-22,1
"EUR",2024-06-23,1
"EUR",2024-06-24,1
"EUR",2024-06-25,1
"EUR",2024-06-26,1
"EUR",2024-06-27,1
"EUR",2024-06-28,1
"EUR",2024-06-29,1
"EUR",2024-06-30,1
"EUR",2024-07-01,1
"EUR",2024-07-02,1
"EUR",2024-07-03,1
"EUR",2024-07-04,1
"EUR",2024-07-05,1
"EUR",2024-07-06,1
"EUR",2024-07-07,1
"EUR",2024-07-08,1
"EUR",2024-07-09,1
"EUR",2024-07-10,1
"EUR",2024-07-11,1
"EUR",2024-07-12,1
"EUR",2024-07-13,1
"EUR",2024-07-14,1
"EUR",2024-07-15,1
"EUR",2024-07-16,1
"EUR",2024-07-17,1
"EUR",2024-07-18,1
"EUR",2024-07-19,1
"EUR",2024-07-20,1
"EUR",2024-07-21,1
"EUR",2024-07-22,1
"EUR",2024-07-23,1
"EUR",2024-07-24,1
"EUR",2024-07-25,1
"EUR",2024-07-26,1
"EUR",2024-07-27,1
"EUR",2024-07-28,1
"EUR",2024-07-29,1
"EUR",2024-07-30,1
"EUR",2024-07-31,1
"EUR",2024-08-01,1
"EUR",2024-08-02,1
"EUR",2024-08-03,1
"EUR",2024-08-04,1
"EUR",2024-08-05,1
"EUR",2024-08-06,1
"EUR",2024-08-07,1
"EUR",2024-08-08,1
"EUR",2024-08-09,1
"EUR",2024-08-10,1
"EUR",2024-08-11,1
"EUR",2024-08-12,1
"EUR",2024-08-13,1
"EUR",2024-08-14,1
"EUR",2024-08-15,1
"EUR",2024-08-16,1
"EUR",2024-08-17,1
"EUR",2024-08-18,1
"EUR",2024-08-19,1
"EUR",2024-08-20,1
"EUR",2024-08-21,1
"EUR",2024-08-22,1
"EUR",2024-08-23,1
"EUR",2024-08-24,1
"EUR",2024-08-25,1
"EUR",2024-08-26,1
"EUR",2024-08-27,1
"EUR",2024-08-28,1
"EUR",2024-08-29,1
"EUR",2024-08-30,1
"EUR",2024-08-31,1
"EUR",2024-09-01,1
"EUR",2024-09-02,1
"EUR",2024-09-03,1
"EUR",2024-09-04,1
"EUR",2024-09-05,1
"EUR",2024-09-06,1
"EUR",2024-09-07,1
"EUR",2024-09-08,1
"EUR",2024-09-09,1
"EUR",2024-09-10,1
"EUR",2024-09-11,1
"EUR",2024-09-12,1
"EUR",2024-09-13,1
"EUR",2024-09-14,1
"EUR",2024-09-15,1
"EUR",2024-09-16,1
"EUR",2024-09-17,1
"EUR",2024-09-18,1
"EUR",2024-09-19,1
"EUR",2024-09-20,1
"EUR",2024-09-21,1
"EUR",2024-09-22,1
"EUR",2024-09-23,1
"EUR",2024-09-24,1
"EUR",2024-09-25,1
"EUR",2024-09-26,1
"EUR",2024-09-27,1
"EUR",2024-09-28,1
"EUR",2024-09-29,1
"EUR",2024-09-30,1
"EUR",2024-10-01,1
"EUR",2024-10-02,1
"EUR",2024-10-03,1
"EUR",2024-10-04,1
"EUR",2024-10-05,1
"EUR",2024-10-06,1
"EUR",2024-10-07,1
"EUR",2024-10-08,1
"EUR",2024-10-09,1
"EUR",2024-10-10,1
"EUR",2024-10-11,1
"EUR",2024-10-12,1
"EUR",2024-10-13,1
"EUR",2024-10-14,1
"EUR",2024-10-15,1
"EUR",2024-10-16,1
"EUR",2024-10-17,1
"EUR",2024-10-18,1
"EUR",2024-10-19,1
"EUR",2024-10-20,1
"EUR",2024-10-21,1
"EUR",2024-10-22,1
"EUR",2024-10-23,1
"EUR",2024-10-24,1
"EUR",2024-10-25,1
"EUR",2024-10-26,1
"EUR",2024-10-27,1
"EUR",2024-10-28,1
"EUR",2024-10-29,1
"EUR",2024-10-30,1
"EUR",2024-10-31,1
"EUR",2024-11-01,1
"EUR",2024-11-02,1
"EUR",2024-11-03,1
"EUR",2024-11-04,1
"EUR",2024-11-05,1
"EUR",2024-11-06,1
"EUR",2024-11-07,1
"EUR",2024-11-08,1
"EUR",2024-11-09,1
"EUR",2024-11-10,1
"EUR",2024-11-11,1
"EUR",2024-11-12,1
"EUR",2024-11-13,1
"EUR",2024-11-14,1
"EUR",2024-11-15,1
"EUR",2024-11-16,1
"EUR",2024-11-17,1
"EUR",2024-11-18,1
"EUR",2024-11-19,1
"EUR",2024-11-20,1
"EUR",2024-11-21,1
"EUR",2024-11-22,1
"EUR",2024-11-23,1
"EUR",2024-11-24,1
"EUR",2024-11-25,1
"EUR",2024-11-26,1
"EUR",2024-11-27,1
"EUR",2024-11-28,1
"EUR",2024-11-29,1
"EUR",2024-11-30,1
"EUR",2024-12-01,1
"EUR",2024-12-02,1
"EUR",2024-12-03,1
"EUR",2024-12-04,1
"EUR",2024-12-05,1
"EUR",2024-12-06,1
"EUR",2024-12-07,1
"EUR",2024-12-08,1
"EUR",2024-12-09,1
"EUR",2024-12-10,1
"EUR",2024-12-11,1
"EUR",2024-12-12,1
"EUR",2024-12-13,1
"EUR",2024-12-14,1
"EUR",2024-12-15,1
"EUR",2024-12-16,1
"EUR",2024-12-17,1
"EUR",2024-12-18,1
"EUR",2024-12-19,1
"EUR",2024-12-20,1
"EUR",2024-12-21,1
"EUR",2024-12-22,1
"EUR",2024-12-23,1
"EUR",2024-12-24,1
"EUR",2024-12-25,1
"EUR",2024-12-26,1
"EUR",2024-12-27,1
"EUR",2024-12-28,1
"EUR",2024-12-29,1
"EUR",2024-12-30,1
"EUR",2024-12-31,1
"EUR",2025-01-01,1
"EUR",2025-01-02,1
"EUR",2025-01-03,1
"EUR",2025-01-04,1
"EUR",2025-01-05,1
"EUR",2025-01-06,1
"EUR",2025-01-07,1
"EUR",2025-01-08,1
"EUR",2025-01-09,1
"EUR",2025-01-10,1
"EUR",2025-01-11,1
"EUR",2025-01-12,1
"EUR",2025-01-13,1
"EUR",2025-01-14,1
"EUR",2025-01-15,1
"EUR",2025-01-16,1
"EUR",2025-01-17,1
"EUR",2025-01-18,1
"EUR",2025-01-19,1
"EUR",2025-01-20,1
"EUR",2025-01-21,1
"EUR",2025-01-22,1
"EUR",2025-01-23,1
"EUR",2025-01-24,1
"EUR",2025-01-25,1
"EUR",2025-01-26,1
"EUR",2025-01-27,1
"EUR",2025-01-28,1
"EUR",2025-01-29,1
"EUR",2025-01-30,1
"EUR",2025-01-31,1
"EUR",2025-02-01,1
"EUR",2025-02-02,1
"EUR",2025-02-03,1
"EUR",2025-02-04,1
"EUR",2025-02-05,1
"EUR",2025-02-06,1
"EUR",2025-02-07,1
"EUR",2025-02-08,1
"EUR",2025-02-09,1
"EUR",2025-02-10,1
"EUR",2025-02-11,1
"EUR",2025-02-12,1
"EUR",2025-02-13,1
"EUR",2025-02-14,1
"EUR",2025-02-15,1
"EUR",2025-02-16,1
"EUR",2025-02-17,1
"EUR",2025-02-18,1
"EUR",2025-02-19,1
"EUR",2025-02-20,1
"EUR",2025-02-21,1
"EUR",2025-02-22,1
"EUR",2025-02-23,1
"EUR",2025-02-24,1
"EUR",2025-02-25,1
"EUR",2025-02-26,1
"EUR",2025-02-27,1
"EUR",2025-02-28,1
"EUR",2025-03-01,1
"EUR",2025-03-02,1
"EUR",2025-03-03,1
"EUR",2025-03-04,1
"EUR",2025-03-05,1
"EUR",2025-03-06,1
"EUR",2025-03-07,1
"EUR",2025-03-08,1
"EUR",2025-03-09,1
"EUR",2025-03-10,1
"EUR",2025-03-11,1
"EUR",2025-03-12,1
"EUR",2025-03-13,1
"EUR",2025-03-14,1
"EUR",2025-03-15,1
"EUR",2025-03-16,1
"EUR",2025-03-17,1
