"TRANSACTION_ID","CUSTOMER_ID","INSTRUMENT_ID","PORTFOLIO_TYPE","TRADE_DATE","SETTLEMENT_DATE","BUY_SELL","QUANTITY","PRICE","TRANSACTION_AMOUNT","CURRENCY","TRANSACTION_TYPE","COUPON_ID","ACCRUED_INTEREST_AMOUNT","PRINCIPAL_AMOUNT","COUPON_AMOUNT","ELIGIBLE_QUANTITY"
151197,29,891,"TRADING",2026-11-06,2026-11-09,"BUY",1000,93.125886,944.39,"GBP","BUY",,13.13,931.26,0,
151198,3,895,"LIQUIDITY",2024-06-13,2024-06-16,"BUY",77000,85.422606,66612.58,"USD","BUY",,837.17,65775.41,0,
151199,31,910,"TRADING",2026-11-01,2026-11-03,"SELL",134000,98.405491,131863.36,"USD","SELL",,0,131863.36,0,
151200,26,902,"LIQUIDITY",2026-02-12,2026-02-15,"BUY",444000,113.590457,505873.27,"EUR","BUY",,1531.64,504341.63,0,
151201,30,885,"LIQUIDITY",2026-08-22,2026-08-23,"BUY",250000,90.062545,228548.94,"USD","BUY",,3392.58,225156.36,0,
151202,21,881,"INVESTMENT",2025-04-21,2025-04-23,"SELL",429000,91.374981,394315.46,"EUR","SELL",,2316.79,391998.67,0,
151203,21,908,"INVESTMENT",2025-10-24,2025-10-26,"SELL",495000,94.298125,466775.72,"USD","SELL",,0,466775.72,0,
151204,25,895,"LIQUIDITY",2026-03-14,2026-03-17,"SELL",301000,104.895136,319058.69,"USD","SELL",,3324.33,315734.36,0,
151205,27,904,"LIQUIDITY",2024-05-28,2024-05-29,"SELL",55000,92.275049,50904.4,"HUF","SELL",,153.12,50751.28,0,
151206,3,904,"INVESTMENT",2026-10-09,2026-10-10,"SELL",412000,114.271266,477826.7,"HUF","SELL",,7029.08,470797.62,0,
151207,26,899,"TRADING",2025-10-20,2025-10-22,"SELL",75000,108.921768,82848.58,"EUR","SELL",,1157.25,81691.33,0,
151208,24,888,"INVESTMENT",2026-05-21,2026-05-22,"SELL",103000,109.9854,115521.36,"GBP","SELL",,2236.4,113284.96,0,
151209,24,883,"LIQUIDITY",2024-12-25,2024-12-26,"SELL",375000,97.869694,367564.24,"GBP","SELL",,552.89,367011.35,0,
151210,26,897,"LIQUIDITY",2025-11-24,2025-11-27,"BUY",263000,105.243571,280384.57,"GBP","BUY",,3593.98,276790.59,0,
151211,27,911,"TRADING",2024-03-19,2024-03-20,"SELL",340000,94.322678,320697.11,"HUF","SELL",,0,320697.11,0,
151212,24,884,"INVESTMENT",2026-10-05,2026-10-07,"SELL",451000,88.076587,405095.14,"USD","SELL",,7869.73,397225.41,0,
151213,25,885,"LIQUIDITY",2024-10-17,2024-10-18,"BUY",128000,93.21955,121680.95,"USD","BUY",,2359.93,119321.02,0,
151214,24,890,"TRADING",2025-02-02,2025-02-05,"SELL",231000,110.064404,255542.41,"EUR","SELL",,1293.64,254248.77,0,
151215,26,899,"LIQUIDITY",2026-09-24,2026-09-25,"SELL",207000,99.817996,209964.93,"EUR","SELL",,3341.68,206623.25,0,
151216,25,904,"LIQUIDITY",2025-11-17,2025-11-19,"BUY",235000,86.185889,205947.47,"HUF","BUY",,3410.63,202536.84,0,
151217,30,913,"LIQUIDITY",2025-09-28,2025-09-29,"SELL",2461,129.596697,318937.47,"GBP","SELL",,0,318937.47,0,
151218,24,907,"TRADING",2026-02-22,2026-02-25,"BUY",173000,94.820365,164039.23,"USD","BUY",,0,164039.23,0,
151219,25,884,"INVESTMENT",2025-02-28,2025-03-02,"BUY",406000,88.962682,367706.67,"USD","BUY",,6518.18,361188.49,0,
151220,29,911,"TRADING",2024-08-20,2024-08-23,"SELL",448000,92.260929,413328.96,"HUF","SELL",,0,413328.96,0,
151221,27,912,"INVESTMENT",2024-10-06,2024-10-09,"SELL",4000,98.887927,3955.52,"HUF","SELL",,0,3955.52,0,
151222,25,897,"INVESTMENT",2026-08-25,2026-08-27,"BUY",473000,109.199288,517323.6,"GBP","BUY",,810.97,516512.63,0,
151223,24,914,"INVESTMENT",2024-01-23,2024-01-25,"BUY",1557,120.768467,188036.5,"EUR","BUY",,0,188036.5,0,
151224,29,904,"INVESTMENT",2024-11-29,2024-12-02,"BUY",230000,99.614102,234694.54,"HUF","BUY",,5582.11,229112.43,0,
151225,2,893,"INVESTMENT",2026-11-20,2026-11-22,"BUY",352000,90.632327,320233.08,"HUF","BUY",,1207.29,319025.79,0,
151226,23,893,"LIQUIDITY",2025-01-02,2025-01-04,"BUY",492000,112.036871,559073.4,"HUF","BUY",,7851.99,551221.41,0,
151227,25,905,"INVESTMENT",2026-07-13,2026-07-14,"SELL",359000,95.780095,343850.54,"EUR","SELL",,0,343850.54,0,
151228,3,917,"LIQUIDITY",2024-05-09,2024-05-11,"BUY",2374,202.671412,481141.93,"EUR","BUY",,0,481141.93,0,
151229,31,908,"TRADING",2025-12-03,2025-12-06,"SELL",57000,90.333404,51490.04,"USD","SELL",,0,51490.04,0,
151230,22,914,"LIQUIDITY",2024-03-29,2024-03-30,"BUY",3230,153.630266,496225.76,"EUR","BUY",,0,496225.76,0,
151231,3,893,"INVESTMENT",2026-08-04,2026-08-05,"BUY",437000,87.355043,384117.78,"HUF","BUY",,2376.24,381741.54,0,
151232,25,896,"INVESTMENT",2025-08-29,2025-08-31,"BUY",53000,94.392082,50956.33,"EUR","BUY",,928.53,50027.8,0,
151233,30,889,"INVESTMENT",2026-01-26,2026-01-29,"SELL",445000,100.641621,453048.01,"HUF","SELL",,5192.8,447855.21,0,
151234,28,915,"INVESTMENT",2024-10-26,2024-10-29,"BUY",4966,247.554547,1229355.88,"EUR","BUY",,0,1229355.88,0,
151235,24,884,"INVESTMENT",2024-08-14,2024-08-17,"SELL",201000,113.133912,227781.53,"USD","SELL",,382.37,227399.16,0,
151236,24,897,"LIQUIDITY",2025-10-11,2025-10-14,"BUY",281000,109.63717,314152.05,"GBP","BUY",,6071.6,308080.45,0,
151237,24,911,"TRADING",2025-08-12,2025-08-15,"SELL",229000,97.959947,224328.28,"HUF","SELL",,0,224328.28,0,
151238,21,902,"INVESTMENT",2026-06-25,2026-06-28,"SELL",169000,89.333113,153993.77,"EUR","SELL",,3020.81,150972.96,0,
151239,26,903,"LIQUIDITY",2024-04-23,2024-04-25,"BUY",85000,106.147379,91142.46,"GBP","BUY",,917.19,90225.27,0,
151240,28,892,"INVESTMENT",2026-03-04,2026-03-05,"SELL",366000,103.830541,388389.09,"GBP","SELL",,8369.31,380019.78,0,
151241,25,909,"LIQUIDITY",2025-05-08,2025-05-11,"SELL",421000,96.258898,405249.96,"GBP","SELL",,0,405249.96,0,
151242,24,895,"TRADING",2025-06-01,2025-06-04,"SELL",354000,93.079904,329940.06,"USD","SELL",,437.2,329502.86,0,
151243,23,900,"INVESTMENT",2025-10-29,2025-10-30,"SELL",103000,105.262463,110193.45,"GBP","SELL",,1773.11,108420.34,0,
151244,24,914,"TRADING",2025-06-15,2025-06-17,"BUY",3405,102.631065,349458.78,"EUR","BUY",,0,349458.78,0,
151245,31,909,"TRADING",2026-12-02,2026-12-03,"BUY",51000,95.690555,48802.18,"GBP","BUY",,0,48802.18,0,
151246,25,911,"LIQUIDITY",2024-06-28,2024-06-30,"SELL",257000,92.555214,237866.9,"HUF","SELL",,0,237866.9,0,
151247,25,914,"INVESTMENT",2024-01-28,2024-01-30,"SELL",3544,188.008304,666301.43,"EUR","SELL",,0,666301.43,0,
151248,29,902,"LIQUIDITY",2024-09-11,2024-09-14,"SELL",128000,85.919265,110084.59,"EUR","SELL",,107.93,109976.66,0,
151249,27,904,"TRADING",2024-08-19,2024-08-22,"SELL",334000,98.293943,330616.42,"HUF","SELL",,2314.65,328301.77,0,
151250,24,883,"TRADING",2026-06-29,2026-07-01,"BUY",25000,101.44305,25662.53,"GBP","BUY",,301.77,25360.76,0,
151251,24,882,"LIQUIDITY",2025-05-27,2025-05-28,"BUY",210000,93.434194,199946.26,"HUF","BUY",,3734.45,196211.81,0,
151252,22,913,"LIQUIDITY",2026-03-24,2026-03-25,"BUY",2574,110.818516,285246.86,"GBP","BUY",,0,285246.86,0,
151253,26,892,"LIQUIDITY",2026-02-08,2026-02-09,"BUY",405000,94.600037,384854.3,"GBP","BUY",,1724.15,383130.15,0,
151254,24,895,"LIQUIDITY",2024-08-25,2024-08-26,"SELL",345000,113.210107,400241.83,"USD","SELL",,9666.96,390574.87,0,
151255,2,893,"INVESTMENT",2026-10-27,2026-10-28,"BUY",374000,109.074562,412700.59,"HUF","BUY",,4761.73,407938.86,0,
151256,21,904,"INVESTMENT",2025-01-10,2025-01-13,"SELL",177000,89.296064,160383.68,"HUF","SELL",,2329.65,158054.03,0,
151257,21,902,"INVESTMENT",2026-12-20,2026-12-23,"BUY",83000,110.226108,92968.87,"EUR","BUY",,1481.2,91487.67,0,
151258,24,910,"LIQUIDITY",2026-07-04,2026-07-05,"BUY",375000,93.066102,348997.88,"USD","BUY",,0,348997.88,0,
155103,25,885,"LIQUIDITY",2024-12-20,2024-12-22,"BUY",56000,111.882206,63423.38,"USD","BUY",,769.34,62654.04,0,
155104,3,882,"LIQUIDITY",2026-02-25,2026-02-26,"BUY",102000,108.40615,111345.94,"HUF","BUY",,771.67,110574.27,0,
155105,21,920,"LIQUIDITY",2024-08-05,2024-08-07,"BUY",1842,75.504978,139080.17,"HUF","BUY",,0,139080.17,0,
155106,30,920,"LIQUIDITY",2026-05-05,2026-05-07,"BUY",2992,226.321624,677154.3,"HUF","BUY",,0,677154.3,0,
155107,29,881,"LIQUIDITY",2026-04-21,2026-04-24,"BUY",186000,105.961844,197643.56,"EUR","BUY",,554.53,197089.03,0,
155108,28,886,"TRADING",2026-05-16,2026-05-18,"BUY",25000,99.036203,25367.08,"HUF","BUY",,608.03,24759.05,0,
155109,28,916,"INVESTMENT",2024-01-05,2024-01-08,"BUY",1578,150.711582,237822.88,"USD","BUY",,0,237822.88,0,
155110,31,899,"TRADING",2025-03-24,2025-03-25,"SELL",407000,112.44826,461386.97,"EUR","SELL",,3722.55,457664.42,0,
155111,31,903,"INVESTMENT",2026-02-13,2026-02-16,"BUY",173000,105.854043,183656.81,"GBP","BUY",,529.32,183127.49,0,
155112,1,912,"INVESTMENT",2025-01-05,2025-01-06,"SELL",461000,93.27654,430004.85,"HUF","SELL",,0,430004.85,0,
155113,2,903,"INVESTMENT",2025-01-17,2025-01-19,"SELL",80000,97.294098,78572,"GBP","SELL",,736.72,77835.28,0,
155114,21,888,"TRADING",2026-09-22,2026-09-24,"SELL",324000,99.681217,323682.19,"GBP","SELL",,715.05,322967.14,0,
155115,23,915,"TRADING",2024-11-13,2024-11-14,"BUY",4138,167.094185,691435.74,"EUR","BUY",,0,691435.74,0,
155116,3,899,"INVESTMENT",2025-04-19,2025-04-22,"BUY",321000,96.963611,315237.49,"EUR","BUY",,3984.3,311253.19,0,
155117,25,899,"LIQUIDITY",2026-10-26,2026-10-28,"SELL",340000,109.985429,374939.48,"EUR","SELL",,989.02,373950.46,0,
155118,26,897,"LIQUIDITY",2025-09-30,2025-10-02,"BUY",445000,109.004732,493911.13,"GBP","BUY",,8840.07,485071.06,0,
155119,24,910,"TRADING",2025-08-14,2025-08-17,"SELL",477000,97.183908,463567.24,"USD","SELL",,0,463567.24,0,
155120,26,898,"INVESTMENT",2024-09-21,2024-09-23,"BUY",387000,92.460478,361331.65,"GBP","BUY",,3509.6,357822.05,0,
155121,27,891,"INVESTMENT",2024-12-28,2024-12-31,"BUY",43000,89.608199,39327.13,"GBP","BUY",,795.6,38531.53,0,
155122,25,908,"INVESTMENT",2025-10-12,2025-10-15,"SELL",208000,93.548196,194580.25,"USD","SELL",,0,194580.25,0,
155123,25,890,"LIQUIDITY",2024-03-24,2024-03-25,"BUY",456000,94.735386,441462.56,"EUR","BUY",,9469.2,431993.36,0,
155124,24,895,"INVESTMENT",2026-04-03,2026-04-05,"BUY",101000,100.615537,103323.55,"USD","BUY",,1701.86,101621.69,0,
155125,29,895,"LIQUIDITY",2026-03-23,2026-03-24,"BUY",406000,99.988921,406140.54,"USD","BUY",,185.52,405955.02,0,
155126,30,881,"LIQUIDITY",2025-11-28,2025-12-01,"BUY",419000,97.234749,408485.93,"EUR","BUY",,1072.33,407413.6,0,
155127,22,883,"TRADING",2025-01-14,2025-01-15,"SELL",153000,85.213475,133371.97,"GBP","SELL",,2995.35,130376.62,0,
155128,28,889,"INVESTMENT",2025-04-08,2025-04-10,"SELL",251000,110.939483,281570.87,"HUF","SELL",,3112.77,278458.1,0,
155129,28,884,"LIQUIDITY",2025-06-08,2025-06-09,"BUY",129000,88.850602,116319.76,"USD","BUY",,1702.48,114617.28,0,
155130,1,909,"TRADING",2024-08-10,2024-08-11,"BUY",276000,90.459138,249667.22,"GBP","BUY",,0,249667.22,0,
155131,24,911,"LIQUIDITY",2024-02-25,2024-02-26,"SELL",449000,96.137338,431656.65,"HUF","SELL",,0,431656.65,0,
155132,21,920,"LIQUIDITY",2026-05-13,2026-05-14,"BUY",211,179.218538,37815.11,"HUF","BUY",,0,37815.11,0,
155133,30,885,"LIQUIDITY",2026-05-02,2026-05-03,"BUY",388000,86.916204,337759.82,"USD","BUY",,524.95,337234.87,0,
155134,27,885,"INVESTMENT",2025-07-19,2025-07-20,"SELL",120000,103.457415,125424.17,"USD","SELL",,1275.27,124148.9,0,
155135,24,919,"TRADING",2026-12-29,2027-01-01,"BUY",2174,45.700186,99352.2,"HUF","BUY",,0,99352.2,0,
155136,26,882,"TRADING",2025-07-02,2025-07-04,"BUY",201000,98.469571,198472.29,"HUF","BUY",,548.45,197923.84,0,
155137,22,896,"INVESTMENT",2024-05-18,2024-05-20,"SELL",61000,107.368313,67075.96,"EUR","SELL",,1581.29,65494.67,0,
155138,22,899,"TRADING",2026-06-01,2026-06-03,"SELL",141000,104.936763,150898.19,"EUR","SELL",,2937.35,147960.84,0,
155139,2,882,"TRADING",2024-12-23,2024-12-24,"BUY",92000,92.153075,85335.81,"HUF","BUY",,554.98,84780.83,0,
155140,28,893,"INVESTMENT",2026-08-05,2026-08-06,"SELL",245000,104.035753,258216.05,"HUF","SELL",,3328.46,254887.59,0,
155141,30,882,"INVESTMENT",2026-03-05,2026-03-07,"BUY",101000,87.110366,88417.9,"HUF","BUY",,436.43,87981.47,0,
155142,23,892,"LIQUIDITY",2026-04-20,2026-04-23,"BUY",340000,86.093543,296966.49,"GBP","BUY",,4248.44,292718.05,0,
155143,30,892,"TRADING",2025-09-10,2025-09-13,"BUY",193000,111.788095,219244.19,"GBP","BUY",,3493.17,215751.02,0,
155144,27,909,"TRADING",2025-06-18,2025-06-21,"SELL",237000,94.279802,223443.13,"GBP","SELL",,0,223443.13,0,
155145,24,918,"LIQUIDITY",2025-03-20,2025-03-23,"SELL",3228,72.921466,235390.49,"EUR","SELL",,0,235390.49,0,
155146,1,892,"LIQUIDITY",2026-12-09,2026-12-11,"BUY",35000,113.591707,40035.44,"GBP","BUY",,278.34,39757.1,0,
155147,2,917,"TRADING",2024-05-29,2024-06-01,"SELL",4570,197.246239,901415.31,"EUR","SELL",,0,901415.31,0,
155148,29,897,"LIQUIDITY",2024-06-05,2024-06-06,"SELL",93000,105.200405,99463.78,"GBP","SELL",,1627.4,97836.38,0,
155149,27,917,"INVESTMENT",2024-11-30,2024-12-01,"SELL",911,36.963432,33673.69,"EUR","SELL",,0,33673.69,0,
155150,29,893,"TRADING",2024-06-12,2024-06-14,"BUY",202000,112.959598,232120.24,"HUF","BUY",,3941.85,228178.39,0,
155151,25,897,"TRADING",2026-10-09,2026-10-10,"BUY",383000,95.868369,370736.31,"GBP","BUY",,3560.46,367175.85,0,
155152,29,911,"LIQUIDITY",2025-08-02,2025-08-04,"BUY",488000,98.202346,479227.45,"HUF","BUY",,0,479227.45,0,
155153,30,899,"TRADING",2024-08-13,2024-08-16,"SELL",47000,87.318316,41330.56,"EUR","SELL",,290.95,41039.61,0,
155154,1,896,"INVESTMENT",2026-05-19,2026-05-21,"BUY",445000,109.707394,497920.97,"EUR","BUY",,9723.07,488197.9,0,
155155,26,906,"LIQUIDITY",2025-12-25,2025-12-28,"SELL",405000,92.204174,373426.9,"GBP","SELL",,0,373426.9,0,
155156,26,912,"TRADING",2024-01-16,2024-01-18,"BUY",96000,97.989089,94069.53,"HUF","BUY",,0,94069.53,0,
155157,31,901,"TRADING",2024-09-07,2024-09-09,"SELL",257000,95.774472,247071.26,"HUF","SELL",,930.87,246140.39,0,
155158,29,890,"INVESTMENT",2026-02-28,2026-03-03,"SELL",211000,96.252757,203228.37,"EUR","SELL",,135.05,203093.32,0,
155159,23,888,"INVESTMENT",2024-09-22,2024-09-25,"SELL",136000,87.223942,119926.13,"GBP","SELL",,1301.57,118624.56,0,
155160,31,893,"INVESTMENT",2024-10-02,2024-10-04,"SELL",442000,86.993583,393475.95,"HUF","SELL",,8964.31,384511.64,0,
155161,25,907,"LIQUIDITY",2025-02-19,2025-02-22,"BUY",209000,94.329314,197148.27,"USD","BUY",,0,197148.27,0,
155162,2,881,"INVESTMENT",2025-05-04,2025-05-05,"BUY",226000,95.007564,216071.03,"EUR","BUY",,1353.94,214717.09,0,
155163,26,895,"TRADING",2025-09-20,2025-09-22,"BUY",91000,94.315942,87158.21,"USD","BUY",,1330.7,85827.51,0,
155164,30,889,"LIQUIDITY",2025-09-23,2025-09-24,"SELL",10000,98.842036,9938.85,"HUF","SELL",,54.65,9884.2,0,
155165,3,920,"INVESTMENT",2024-12-28,2024-12-30,"SELL",4659,128.898939,600540.16,"HUF","SELL",,0,600540.16,0,
155166,28,906,"INVESTMENT",2026-05-05,2026-05-06,"SELL",270000,98.399977,265679.94,"GBP","SELL",,0,265679.94,0,
155167,31,912,"LIQUIDITY",2026-05-11,2026-05-13,"BUY",264000,91.029907,240318.95,"HUF","BUY",,0,240318.95,0,
155168,1,888,"LIQUIDITY",2026-06-25,2026-06-27,"BUY",223000,110.042214,247051.1,"GBP","BUY",,1656.96,245394.14,0,
155169,25,903,"INVESTMENT",2025-05-24,2025-05-27,"SELL",291000,108.433159,316605.07,"GBP","SELL",,1064.58,315540.49,0,
155170,26,909,"LIQUIDITY",2024-08-09,2024-08-12,"BUY",141000,96.984748,136748.49,"GBP","BUY",,0,136748.49,0,
155171,2,890,"TRADING",2024-12-15,2024-12-17,"SELL",44000,88.913234,39925.52,"EUR","SELL",,803.7,39121.82,0,
155172,31,892,"TRADING",2024-01-03,2024-01-06,"BUY",224000,97.796167,222823.1,"GBP","BUY",,3759.69,219063.41,0,
155173,28,917,"TRADING",2026-08-22,2026-08-25,"BUY",225,199.048079,44785.82,"EUR","BUY",,0,44785.82,0,
155174,23,889,"TRADING",2024-02-17,2024-02-20,"BUY",490000,99.418515,492279.9,"HUF","BUY",,5129.18,487150.72,0,
155175,29,902,"TRADING",2026-10-18,2026-10-20,"SELL",47000,105.413478,50638.93,"EUR","SELL",,1094.6,49544.33,0,
155176,23,919,"TRADING",2024-01-22,2024-01-24,"BUY",4699,222.703305,1046482.83,"HUF","BUY",,0,1046482.83,0,
155177,3,909,"LIQUIDITY",2026-01-03,2026-01-05,"BUY",66000,92.298737,60917.17,"GBP","BUY",,0,60917.17,0,
155178,26,913,"LIQUIDITY",2025-08-15,2025-08-16,"BUY",3835,159.768005,612710.3,"GBP","BUY",,0,612710.3,0,
155179,25,910,"LIQUIDITY",2024-01-23,2024-01-24,"BUY",444000,91.324885,405482.49,"USD","BUY",,0,405482.49,0,
155180,28,916,"LIQUIDITY",2026-07-06,2026-07-08,"BUY",642,68.314024,43857.6,"USD","BUY",,0,43857.6,0,
155181,31,907,"LIQUIDITY",2026-06-24,2026-06-27,"SELL",440000,94.80911,417160.08,"USD","SELL",,0,417160.08,0,
155182,28,914,"LIQUIDITY",2024-10-30,2024-10-31,"BUY",4189,174.282002,730067.31,"EUR","BUY",,0,730067.31,0,
155183,1,912,"LIQUIDITY",2026-11-19,2026-11-21,"BUY",18000,98.049376,17648.89,"HUF","BUY",,0,17648.89,0,
155184,24,884,"LIQUIDITY",2026-08-11,2026-08-13,"SELL",72000,110.817009,80966.64,"USD","SELL",,1178.39,79788.25,0,
155185,25,898,"TRADING",2025-04-22,2025-04-25,"BUY",406000,87.584715,363195.51,"GBP","BUY",,7601.57,355593.94,0,
155186,29,895,"TRADING",2024-10-11,2024-10-14,"SELL",28000,100.349866,28334.34,"USD","SELL",,236.38,28097.96,0,
155187,31,918,"TRADING",2025-02-15,2025-02-18,"SELL",226,99.360741,22455.53,"EUR","SELL",,0,22455.53,0,
152028,29,889,"TRADING",2026-05-17,2026-05-18,"SELL",285000,85.766319,247192.9,"HUF","SELL",,2758.89,244434.01,0,
152029,28,904,"INVESTMENT",2024-06-18,2024-06-20,"BUY",358000,94.224797,339085.05,"HUF","BUY",,1760.28,337324.77,0,
152030,25,907,"TRADING",2024-07-29,2024-07-31,"SELL",330000,92.35026,304755.86,"USD","SELL",,0,304755.86,0,
152031,3,905,"LIQUIDITY",2025-11-25,2025-11-28,"BUY",33000,95.826016,31622.59,"EUR","BUY",,0,31622.59,0,
152032,21,909,"TRADING",2026-01-25,2026-01-27,"BUY",124000,95.531152,118458.63,"GBP","BUY",,0,118458.63,0,
152033,27,887,"INVESTMENT",2024-04-16,2024-04-17,"SELL",122000,99.988749,123337.99,"HUF","SELL",,1351.72,121986.27,0,
152034,23,901,"INVESTMENT",2024-07-21,2024-07-24,"BUY",1000,114.602245,1158.36,"HUF","BUY",,12.34,1146.02,0,
152035,25,895,"LIQUIDITY",2026-11-23,2026-11-24,"SELL",93000,99.759959,94663.69,"USD","SELL",,1886.93,92776.76,0,
152036,1,881,"LIQUIDITY",2026-01-23,2026-01-26,"SELL",430000,105.094796,463108.18,"EUR","SELL",,11200.56,451907.62,0,
152037,31,907,"TRADING",2026-08-07,2026-08-09,"BUY",436000,92.515993,403369.73,"USD","BUY",,0,403369.73,0,
152038,26,919,"TRADING",2024-10-10,2024-10-13,"SELL",556,104.440894,58069.14,"HUF","SELL",,0,58069.14,0,
152039,27,883,"INVESTMENT",2025-05-10,2025-05-11,"BUY",453000,88.547394,403215.74,"GBP","BUY",,2096.05,401119.69,0,
152040,23,907,"LIQUIDITY",2024-11-18,2024-11-20,"SELL",251000,95.030836,238527.4,"USD","SELL",,0,238527.4,0,
152041,27,908,"TRADING",2024-01-05,2024-01-08,"SELL",300000,92.580109,277740.33,"USD","SELL",,0,277740.33,0,
152042,21,888,"INVESTMENT",2025-09-10,2025-09-11,"BUY",67000,107.804102,72469.47,"GBP","BUY",,240.72,72228.75,0,
152043,31,907,"LIQUIDITY",2025-03-08,2025-03-09,"BUY",111000,93.020809,103253.1,"USD","BUY",,0,103253.1,0,
152044,1,896,"TRADING",2024-12-11,2024-12-14,"SELL",259000,88.554439,233326.65,"EUR","SELL",,3970.65,229356,0,
152045,21,884,"LIQUIDITY",2025-07-24,2025-07-26,"SELL",106000,100.192812,106978.54,"USD","SELL",,774.16,106204.38,0,
152046,24,903,"TRADING",2026-06-19,2026-06-22,"BUY",267000,114.877602,311728.21,"GBP","BUY",,5005.01,306723.2,0,
152047,26,903,"TRADING",2024-01-09,2024-01-11,"BUY",308000,95.94522,298052.97,"GBP","BUY",,2541.69,295511.28,0,
152048,1,915,"LIQUIDITY",2025-11-18,2025-11-21,"BUY",4185,22.728388,95118.3,"EUR","BUY",,0,95118.3,0,
152049,25,896,"TRADING",2026-11-15,2026-11-18,"SELL",403000,110.433309,449923,"EUR","SELL",,4876.76,445046.24,0,
152050,23,915,"TRADING",2025-04-03,2025-04-04,"SELL",39,216.228723,8432.92,"EUR","SELL",,0,8432.92,0,
152051,23,909,"INVESTMENT",2024-10-30,2024-11-02,"BUY",419000,90.541167,379367.49,"GBP","BUY",,0,379367.49,0,
152052,31,886,"LIQUIDITY",2024-05-30,2024-06-02,"SELL",40000,98.814697,39669.75,"HUF","SELL",,143.87,39525.88,0,
152053,25,920,"LIQUIDITY",2025-09-30,2025-10-01,"BUY",3321,65.030475,215966.21,"HUF","BUY",,0,215966.21,0,
152054,30,893,"INVESTMENT",2025-09-02,2025-09-03,"BUY",333000,90.343984,307008.68,"HUF","BUY",,6163.21,300845.47,0,
152055,27,899,"TRADING",2026-09-19,2026-09-20,"SELL",59000,88.936274,53172.4,"EUR","SELL",,700,52472.4,0,
152056,23,894,"TRADING",2024-07-30,2024-08-01,"SELL",166000,100.345465,169993.37,"HUF","SELL",,3419.9,166573.47,0,
152057,31,892,"LIQUIDITY",2025-08-23,2025-08-26,"SELL",201000,87.914761,176920.36,"GBP","SELL",,211.69,176708.67,0,
152058,30,905,"LIQUIDITY",2025-07-06,2025-07-07,"BUY",360000,97.059092,349412.73,"EUR","BUY",,0,349412.73,0,
152059,28,895,"LIQUIDITY",2025-05-09,2025-05-10,"BUY",157000,97.452055,154244.89,"USD","BUY",,1245.16,152999.73,0,
152060,30,897,"INVESTMENT",2025-09-26,2025-09-27,"SELL",488000,103.758324,513251.83,"GBP","SELL",,6911.21,506340.62,0,
152061,21,910,"INVESTMENT",2026-12-06,2026-12-09,"SELL",100000,98.579086,98579.09,"USD","SELL",,0,98579.09,0,
152062,28,885,"LIQUIDITY",2026-01-22,2026-01-25,"SELL",218000,99.774455,222866.22,"USD","SELL",,5357.91,217508.31,0,
152063,1,905,"LIQUIDITY",2024-04-19,2024-04-22,"BUY",478000,97.985993,468373.05,"EUR","BUY",,0,468373.05,0,
152064,23,920,"INVESTMENT",2024-09-25,2024-09-27,"SELL",4453,201.752316,898403.06,"HUF","SELL",,0,898403.06,0,
152065,1,888,"LIQUIDITY",2024-01-04,2024-01-07,"SELL",464000,114.296338,536963.84,"GBP","SELL",,6628.83,530335.01,0,
152066,2,894,"TRADING",2024-02-26,2024-02-27,"SELL",435000,92.21513,405473.63,"HUF","SELL",,4337.81,401135.82,0,
152067,25,888,"TRADING",2025-09-07,2025-09-08,"SELL",202000,85.944268,176387.1,"GBP","SELL",,2779.68,173607.42,0,
152068,1,898,"LIQUIDITY",2024-08-31,2024-09-02,"BUY",437000,97.226276,425852.95,"GBP","BUY",,974.12,424878.83,0,
152069,24,917,"LIQUIDITY",2024-04-18,2024-04-21,"BUY",1648,227.012662,374116.87,"EUR","BUY",,0,374116.87,0,
152070,2,908,"LIQUIDITY",2025-03-31,2025-04-02,"SELL",213000,97.083173,206787.16,"USD","SELL",,0,206787.16,0,
152071,27,912,"TRADING",2025-12-13,2025-12-16,"SELL",433000,92.66961,401259.41,"HUF","SELL",,0,401259.41,0,
152072,27,894,"LIQUIDITY",2026-08-28,2026-08-31,"SELL",7000,85.100035,6081.88,"HUF","SELL",,124.88,5957,0,
152073,27,910,"LIQUIDITY",2025-06-22,2025-06-23,"BUY",344000,93.216845,320665.95,"USD","BUY",,0,320665.95,0,
152074,23,902,"INVESTMENT",2025-07-10,2025-07-11,"BUY",181000,103.162847,190236.74,"EUR","BUY",,3511.99,186724.75,0,
152075,28,913,"INVESTMENT",2026-09-01,2026-09-03,"SELL",4118,190.995354,786518.87,"GBP","SELL",,0,786518.87,0,
152076,27,894,"INVESTMENT",2026-04-22,2026-04-23,"SELL",275000,110.927876,306929.84,"HUF","SELL",,1878.18,305051.66,0,
152077,30,902,"TRADING",2024-09-20,2024-09-23,"BUY",196000,113.832029,227068.9,"EUR","BUY",,3958.12,223110.78,0,
152078,2,887,"INVESTMENT",2024-09-04,2024-09-05,"BUY",175000,87.452146,156139.26,"HUF","BUY",,3098,153041.26,0,
152079,23,881,"TRADING",2026-01-26,2026-01-27,"BUY",324000,107.675657,350894.86,"EUR","BUY",,2025.73,348869.13,0,
152080,21,907,"INVESTMENT",2026-09-13,2026-09-16,"SELL",324000,92.777828,300600.16,"USD","SELL",,0,300600.16,0,
